Data,Hora UTC,"TEMPERATURA DO AR - BULBO SECO, HORARIA ( C)",UMIDADE REL. MAX. NA HORA ANT. (AUT) (%)
14/3/2019,1000 UTC,"20,5",62
14/3/2019,1100 UTC,"20,9",69
14/3/2019,1200 UTC,"23,1",92
14/3/2019,1300 UTC,"24,4",85
14/3/2019,1400 UTC,"25,5",62
14/3/2019,1500 UTC,"25,3",59
14/3/2019,1600 UTC,"25,7",60
14/3/2019,1700 UTC,"26,4",97
14/3/2019,1800 UTC,"27,1",41
14/3/2019,1900 UTC,"25,1",84
14/3/2019,2000 UTC,"24,2",65
14/3/2019,2100 UTC,"22,7",55
14/3/2019,2200 UTC,"22,4",82
14/3/2019,2300 UTC,"22,1",90
15/3/2019,0000 UTC,"21,7",89
15/3/2019,0100 UTC,"21,2",42
15/3/2019,0200 UTC,"20,7",76
15/3/2019,0300 UTC,"20,3",66
15/3/2019,0400 UTC,20,51
15/3/2019,0500 UTC,"19,7",90
15/3/2019,0600 UTC,"19,9",92
15/3/2019,0700 UTC,"19,5",76
15/3/2019,0800 UTC,"19,4",54
15/3/2019,0900 UTC,"19,6",54
15/3/2019,1000 UTC,"21,7",44
15/3/2019,1100 UTC,"21,9",99
15/3/2019,1200 UTC,"24,1",75
15/3/2019,1300 UTC,"25,2",48
15/3/2019,1400 UTC,"26,1",44
15/3/2019,1500 UTC,"25,1",87
15/3/2019,1600 UTC,"26,3",67
15/3/2019,1700 UTC,"24,5",68
15/3/2019,1800 UTC,"23,1",47
15/3/2019,1900 UTC,"21,4",82
15/3/2019,2000 UTC,21,92
15/3/2019,2100 UTC,"20,4",62
15/3/2019,2200 UTC,"19,8",69
15/3/2019,2300 UTC,"19,8",42
16/3/2019,0000 UTC,20,89
16/3/2019,0100 UTC,"20,1",57
16/3/2019,0200 UTC,"19,9",59
16/3/2019,0300 UTC,"19,9",81
16/3/2019,0400 UTC,"19,7",68
16/3/2019,0500 UTC,"19,7",76
16/3/2019,0600 UTC,"19,3",79
16/3/2019,0700 UTC,"18,5",84
16/3/2019,0800 UTC,"18,5",65
16/3/2019,0900 UTC,"18,9",71
16/3/2019,1000 UTC,"19,9",65
16/3/2019,1100 UTC,"20,3",71
16/3/2019,1200 UTC,"22,1",41
16/3/2019,1300 UTC,"22,2",66
16/3/2019,1400 UTC,"24,5",78
16/3/2019,1500 UTC,23,53
16/3/2019,1600 UTC,"24,1",49
16/3/2019,1700 UTC,"22,9",68
16/3/2019,1800 UTC,"20,6",93
16/3/2019,1900 UTC,"20,8",99
16/3/2019,2000 UTC,"19,9",95
16/3/2019,2100 UTC,"19,3",58
16/3/2019,2200 UTC,"18,9",92
16/3/2019,2300 UTC,19,71
17/3/2019,0000 UTC,"18,9",95
17/3/2019,0100 UTC,"18,7",69
17/3/2019,0200 UTC,19,82
17/3/2019,0300 UTC,"18,8",76
17/3/2019,0400 UTC,"18,7",82
17/3/2019,0500 UTC,"18,7",83
17/3/2019,0600 UTC,"18,6",93
17/3/2019,0700 UTC,"18,5",57
17/3/2019,0800 UTC,"18,2",88
17/3/2019,0900 UTC,"18,6",45
17/3/2019,1000 UTC,"19,5",72
17/3/2019,1100 UTC,20,92
17/3/2019,1200 UTC,"21,6",54
17/3/2019,1300 UTC,"21,7",53
17/3/2019,1400 UTC,"22,2",93
17/3/2019,1500 UTC,"23,8",95
17/3/2019,1600 UTC,24,63
17/3/2019,1700 UTC,"23,4",40
17/3/2019,1800 UTC,"22,6",84
17/3/2019,1900 UTC,"22,2",47
17/3/2019,2000 UTC,"21,3",91
17/3/2019,2100 UTC,"20,5",83
17/3/2019,2200 UTC,"20,1",62
17/3/2019,2300 UTC,"19,8",79
18/3/2019,0000 UTC,"19,6",75
18/3/2019,0100 UTC,"19,5",49
18/3/2019,0200 UTC,"19,3",43
18/3/2019,0300 UTC,"19,3",91
18/3/2019,0400 UTC,"19,2",41
18/3/2019,0500 UTC,"19,3",89
18/3/2019,0600 UTC,"19,1",42
18/3/2019,0700 UTC,"19,2",85
18/3/2019,0800 UTC,"19,6",84
18/3/2019,0900 UTC,"19,7",69
18/3/2019,1000 UTC,"20,6",72
18/3/2019,1100 UTC,"22,2",71
18/3/2019,1200 UTC,24,83
18/3/2019,1300 UTC,"25,5",58
18/3/2019,1400 UTC,"26,7",66
18/3/2019,1500 UTC,"26,3",43
18/3/2019,1600 UTC,"20,9",68
18/3/2019,1700 UTC,24,94
18/3/2019,1800 UTC,23,43
18/3/2019,1900 UTC,"23,8",43
18/3/2019,2000 UTC,"21,7",50
18/3/2019,2100 UTC,"21,1",74
18/3/2019,2200 UTC,"20,9",61
18/3/2019,2300 UTC,"20,5",50
19/3/2019,0000 UTC,"20,7",89
19/3/2019,0100 UTC,"20,6",83
19/3/2019,0200 UTC,"20,8",84
19/3/2019,0300 UTC,"20,4",73
19/3/2019,0400 UTC,"20,2",67
19/3/2019,0500 UTC,20,73
19/3/2019,0600 UTC,20,73
19/3/2019,0700 UTC,"20,1",43
19/3/2019,0800 UTC,"20,2",84
19/3/2019,0900 UTC,"20,5",71
19/3/2019,1000 UTC,"20,9",86
19/3/2019,1100 UTC,"21,3",62
19/3/2019,1200 UTC,"22,3",46
19/3/2019,1300 UTC,"23,2",70
19/3/2019,1400 UTC,"25,6",86
19/3/2019,1500 UTC,"26,8",68
19/3/2019,1600 UTC,"26,5",96
19/3/2019,1700 UTC,"26,9",89
19/3/2019,1800 UTC,"27,3",54
19/3/2019,1900 UTC,"27,7",67
19/3/2019,2000 UTC,"25,2",73
19/3/2019,2100 UTC,"21,7",51
19/3/2019,2200 UTC,"21,1",61
19/3/2019,2300 UTC,"20,6",79
20/3/2019,0000 UTC,20,46
20/3/2019,0100 UTC,"19,7",40
20/3/2019,0200 UTC,"19,1",52
20/3/2019,0300 UTC,"18,9",99
20/3/2019,0400 UTC,"18,7",72
20/3/2019,0500 UTC,"18,7",88
20/3/2019,0600 UTC,"18,7",90
20/3/2019,0700 UTC,"18,6",85
20/3/2019,0800 UTC,"18,5",81
20/3/2019,0900 UTC,"18,9",90
20/3/2019,1000 UTC,"19,4",52
20/3/2019,1100 UTC,"20,6",69
20/3/2019,1200 UTC,"21,5",62
20/3/2019,1300 UTC,"22,8",51
20/3/2019,1400 UTC,23,54
20/3/2019,1500 UTC,"22,4",64
20/3/2019,1600 UTC,"22,1",63
20/3/2019,1700 UTC,"21,7",47
20/3/2019,1800 UTC,"20,5",48
20/3/2019,1900 UTC,"19,7",99
20/3/2019,2000 UTC,"18,2",50
20/3/2019,2100 UTC,"18,3",90
20/3/2019,2200 UTC,"17,8",91
20/3/2019,2300 UTC,"17,5",63
21/3/2019,0000 UTC,"17,3",47
21/3/2019,0100 UTC,"16,7",93
21/3/2019,0200 UTC,"16,2",97
21/3/2019,0300 UTC,"16,1",50
21/3/2019,0400 UTC,"16,1",57
21/3/2019,0500 UTC,"15,7",53
21/3/2019,0600 UTC,"15,4",45
21/3/2019,0700 UTC,"15,5",98
21/3/2019,0800 UTC,"15,2",78
21/3/2019,0900 UTC,"15,1",71
21/3/2019,1000 UTC,"15,9",53
21/3/2019,1100 UTC,"15,7",40
21/3/2019,1200 UTC,"16,4",83
21/3/2019,1300 UTC,"16,8",58
21/3/2019,1400 UTC,"17,5",76
21/3/2019,1500 UTC,"17,8",70
21/3/2019,1600 UTC,"17,2",62
21/3/2019,1700 UTC,"18,4",91
21/3/2019,1800 UTC,"17,6",90
21/3/2019,1900 UTC,17,42
21/3/2019,2000 UTC,16,88
21/3/2019,2100 UTC,"15,8",79
21/3/2019,2200 UTC,"15,7",74
21/3/2019,2300 UTC,"15,9",98
22/3/2019,0000 UTC,"15,8",51
22/3/2019,0100 UTC,"15,6",92
22/3/2019,0200 UTC,15,98
22/3/2019,0300 UTC,"14,9",41
22/3/2019,0400 UTC,"14,9",50
22/3/2019,0500 UTC,15,51
22/3/2019,0600 UTC,15,93
22/3/2019,0700 UTC,15,98
22/3/2019,0800 UTC,15,85
22/3/2019,0900 UTC,"15,3",78
22/3/2019,1000 UTC,"15,6",69
22/3/2019,1100 UTC,"16,6",45
22/3/2019,1200 UTC,"18,5",79
22/3/2019,1300 UTC,"18,2",98
22/3/2019,1400 UTC,"19,3",52
22/3/2019,1500 UTC,"19,5",96
22/3/2019,1600 UTC,"20,1",82
22/3/2019,1700 UTC,"19,1",61
22/3/2019,1800 UTC,"19,1",64
22/3/2019,1900 UTC,"18,4",66
22/3/2019,2000 UTC,"18,2",93
22/3/2019,2100 UTC,"17,2",57
22/3/2019,2200 UTC,"16,5",49
22/3/2019,2300 UTC,"16,2",60
23/3/2019,0000 UTC,16,46
23/3/2019,0100 UTC,"15,9",41
23/3/2019,0200 UTC,16,46
23/3/2019,0300 UTC,"15,8",95
23/3/2019,0400 UTC,15,48
23/3/2019,0500 UTC,"14,3",40
23/3/2019,0600 UTC,"14,1",45
23/3/2019,0700 UTC,"13,7",85
23/3/2019,0800 UTC,"13,4",50
23/3/2019,0900 UTC,"13,7",47
23/3/2019,1000 UTC,"16,5",83
23/3/2019,1100 UTC,"18,8",88
23/3/2019,1200 UTC,"21,8",68
23/3/2019,1300 UTC,"22,8",87
23/3/2019,1400 UTC,"24,3",59
23/3/2019,1500 UTC,25,73
23/3/2019,1600 UTC,"26,4",59
23/3/2019,1700 UTC,25,89
23/3/2019,1800 UTC,"26,4",91
23/3/2019,1900 UTC,"25,8",99
23/3/2019,2000 UTC,"22,3",89
23/3/2019,2100 UTC,"19,8",50
23/3/2019,2200 UTC,"19,3",51
23/3/2019,2300 UTC,19,69
24/3/2019,0000 UTC,"18,6",56
24/3/2019,0100 UTC,"18,4",100
24/3/2019,0200 UTC,"18,4",57
24/3/2019,0300 UTC,"18,2",84
24/3/2019,0400 UTC,18,50
24/3/2019,0500 UTC,"17,7",81
24/3/2019,0600 UTC,"17,8",57
24/3/2019,0700 UTC,"17,1",86
24/3/2019,0800 UTC,"16,3",88
24/3/2019,0900 UTC,"16,6",75
24/3/2019,1000 UTC,"18,6",42
24/3/2019,1100 UTC,"20,6",66
24/3/2019,1200 UTC,"22,6",42
24/3/2019,1300 UTC,"24,1",48
24/3/2019,1400 UTC,25,63
24/3/2019,1500 UTC,"25,6",79
24/3/2019,1600 UTC,"27,1",89
24/3/2019,1700 UTC,"27,4",54
24/3/2019,1800 UTC,"27,4",98
24/3/2019,1900 UTC,"26,1",58
24/3/2019,2000 UTC,"25,2",80
24/3/2019,2100 UTC,"24,1",99
24/3/2019,2200 UTC,"23,3",100
24/3/2019,2300 UTC,"22,7",56
25/3/2019,0000 UTC,"21,8",47
25/3/2019,0100 UTC,"21,3",88
25/3/2019,0200 UTC,"20,3",100
25/3/2019,0300 UTC,"19,6",63
25/3/2019,0400 UTC,"19,1",43
25/3/2019,0500 UTC,19,87
25/3/2019,0600 UTC,"18,4",83
25/3/2019,0700 UTC,"17,9",46
25/3/2019,0800 UTC,"17,9",80
25/3/2019,0900 UTC,"17,8",40
25/3/2019,1000 UTC,"20,6",95
25/3/2019,1100 UTC,"22,9",78
25/3/2019,1200 UTC,"25,7",97
25/3/2019,1300 UTC,27,83
25/3/2019,1400 UTC,"28,4",97
25/3/2019,1500 UTC,"27,2",68
25/3/2019,1600 UTC,"27,5",96
25/3/2019,1700 UTC,"28,8",63
25/3/2019,1800 UTC,"29,3",80
25/3/2019,1900 UTC,"26,7",68
25/3/2019,2000 UTC,"23,4",82
25/3/2019,2100 UTC,22,95
25/3/2019,2200 UTC,"20,9",99
25/3/2019,2300 UTC,"20,5",99
26/3/2019,0000 UTC,"20,4",90
26/3/2019,0100 UTC,"19,9",100
26/3/2019,0200 UTC,"19,9",75
26/3/2019,0300 UTC,"20,1",44
26/3/2019,0400 UTC,"19,8",41
26/3/2019,0500 UTC,"19,4",84
26/3/2019,0600 UTC,"19,2",74
26/3/2019,0700 UTC,"18,9",45
26/3/2019,0800 UTC,"17,9",75
26/3/2019,0900 UTC,"17,5",40
26/3/2019,1000 UTC,"18,1",75
26/3/2019,1100 UTC,"19,2",60
26/3/2019,1200 UTC,20,82
26/3/2019,1300 UTC,21,81
26/3/2019,1400 UTC,"21,7",91
26/3/2019,1500 UTC,"22,3",55
26/3/2019,1600 UTC,"23,3",96
26/3/2019,1700 UTC,"21,1",73
26/3/2019,1800 UTC,20,80
26/3/2019,1900 UTC,19,96
26/3/2019,2000 UTC,"18,7",48
26/3/2019,2100 UTC,"18,3",55
26/3/2019,2200 UTC,"18,4",65
26/3/2019,2300 UTC,"18,4",99
27/3/2019,0000 UTC,"18,5",43
27/3/2019,0100 UTC,"18,3",95
27/3/2019,0200 UTC,"18,2",95
27/3/2019,0300 UTC,"17,6",71
27/3/2019,0400 UTC,"17,6",74
27/3/2019,0500 UTC,"17,7",66
27/3/2019,0600 UTC,"17,6",46
27/3/2019,0700 UTC,"17,5",43
27/3/2019,0800 UTC,"17,3",42
27/3/2019,0900 UTC,"17,4",74
27/3/2019,1000 UTC,"17,8",100
27/3/2019,1100 UTC,"18,2",53
27/3/2019,1200 UTC,"18,9",80
27/3/2019,1300 UTC,"18,9",61
27/3/2019,1400 UTC,"20,2",69
27/3/2019,1500 UTC,"20,1",70
27/3/2019,1600 UTC,"19,8",92
27/3/2019,1700 UTC,"19,5",76
27/3/2019,1800 UTC,"19,1",48
27/3/2019,1900 UTC,"18,4",51
27/3/2019,2000 UTC,18,75
27/3/2019,2100 UTC,"17,7",55
27/3/2019,2200 UTC,"17,4",67
27/3/2019,2300 UTC,"17,3",90
28/3/2019,0000 UTC,"17,1",63
28/3/2019,0100 UTC,"17,4",64
28/3/2019,0200 UTC,"17,1",50
28/3/2019,0300 UTC,17,72
28/3/2019,0400 UTC,"16,5",87
28/3/2019,0500 UTC,"16,3",60
28/3/2019,0600 UTC,"16,5",94
28/3/2019,0700 UTC,"16,4",55
28/3/2019,0800 UTC,"16,8",47
28/3/2019,0900 UTC,17,66
28/3/2019,1000 UTC,"17,4",73
28/3/2019,1100 UTC,"18,7",96
28/3/2019,1200 UTC,18,74
28/3/2019,1300 UTC,"18,5",80
28/3/2019,1400 UTC,"18,9",46
28/3/2019,1500 UTC,19,63
28/3/2019,1600 UTC,"19,9",60
28/3/2019,1700 UTC,"19,2",62
28/3/2019,1800 UTC,"18,7",71
28/3/2019,1900 UTC,"18,6",59
28/3/2019,2000 UTC,"17,8",89
28/3/2019,2100 UTC,"16,9",97
28/3/2019,2200 UTC,"16,2",97
28/3/2019,2300 UTC,"16,1",52
29/3/2019,0000 UTC,"16,2",71
29/3/2019,0100 UTC,"16,2",51
29/3/2019,0200 UTC,"15,4",55
29/3/2019,0300 UTC,"15,7",46
29/3/2019,0400 UTC,"15,4",64
29/3/2019,0500 UTC,"15,7",71
29/3/2019,0600 UTC,"15,5",75
29/3/2019,0700 UTC,"15,6",53
29/3/2019,0800 UTC,"15,8",65
29/3/2019,0900 UTC,16,86
29/3/2019,1000 UTC,17,99
29/3/2019,1100 UTC,18,55
29/3/2019,1200 UTC,19,83
29/3/2019,1300 UTC,"20,8",69
29/3/2019,1400 UTC,"21,5",64
29/3/2019,1500 UTC,"20,9",65
29/3/2019,1600 UTC,"21,3",81
29/3/2019,1700 UTC,"21,2",81
29/3/2019,1800 UTC,"21,2",72
29/3/2019,1900 UTC,"19,9",87
29/3/2019,2000 UTC,"18,7",99
29/3/2019,2100 UTC,"17,4",64
29/3/2019,2200 UTC,"17,4",59
29/3/2019,2300 UTC,"16,7",64
30/3/2019,0000 UTC,"16,6",81
30/3/2019,0100 UTC,"16,3",86
30/3/2019,0200 UTC,"16,1",86
30/3/2019,0300 UTC,"15,7",69
30/3/2019,0400 UTC,"15,6",44
30/3/2019,0500 UTC,"15,3",91
30/3/2019,0600 UTC,"15,1",78
30/3/2019,0700 UTC,"14,5",53
30/3/2019,0800 UTC,"13,4",66
30/3/2019,0900 UTC,"14,3",81
30/3/2019,1000 UTC,"14,5",85
30/3/2019,1100 UTC,"17,2",75
30/3/2019,1200 UTC,"19,1",93
30/3/2019,1300 UTC,"20,3",89
30/3/2019,1400 UTC,"22,2",99
30/3/2019,1500 UTC,"23,7",96
30/3/2019,1600 UTC,"24,3",80
30/3/2019,1700 UTC,"24,9",63
30/3/2019,1800 UTC,"25,2",77
30/3/2019,1900 UTC,25,45
30/3/2019,2000 UTC,"21,5",41
30/3/2019,2100 UTC,"19,6",70
30/3/2019,2200 UTC,"18,6",80
30/3/2019,2300 UTC,"17,8",57
31/3/2019,0000 UTC,"17,1",81
31/3/2019,0100 UTC,17,67
31/3/2019,0200 UTC,"16,8",52
31/3/2019,0300 UTC,"16,5",79
31/3/2019,0400 UTC,"16,3",90
31/3/2019,0500 UTC,"16,3",40
31/3/2019,0600 UTC,"16,1",66
31/3/2019,0700 UTC,15,98
31/3/2019,0800 UTC,"14,9",97
31/3/2019,0900 UTC,"15,3",69
31/3/2019,1000 UTC,"15,8",82
31/3/2019,1100 UTC,"17,5",95
31/3/2019,1200 UTC,"20,6",88
31/3/2019,1300 UTC,"21,7",77
31/3/2019,1400 UTC,"23,5",96
31/3/2019,1500 UTC,"25,3",88
31/3/2019,1600 UTC,"26,8",58
31/3/2019,1700 UTC,"26,6",40
31/3/2019,1800 UTC,"26,3",86
31/3/2019,1900 UTC,"23,7",100
31/3/2019,2000 UTC,"21,9",52
31/3/2019,2100 UTC,21,93
31/3/2019,2200 UTC,"20,3",74
31/3/2019,2300 UTC,"19,3",98
1/4/2019,0000 UTC,"18,8",43
1/4/2019,0100 UTC,"18,8",44
1/4/2019,0200 UTC,"18,7",62
1/4/2019,0300 UTC,"18,2",97
1/4/2019,0400 UTC,"17,9",97
1/4/2019,0500 UTC,18,70
1/4/2019,0600 UTC,"17,9",58
1/4/2019,0700 UTC,"17,2",45
1/4/2019,0800 UTC,"17,5",65
1/4/2019,0900 UTC,"17,4",87
1/4/2019,1000 UTC,"19,3",89
1/4/2019,1100 UTC,"21,1",73
1/4/2019,1200 UTC,"22,7",43
1/4/2019,1300 UTC,"24,2",58
1/4/2019,1400 UTC,"24,6",63
1/4/2019,1500 UTC,"24,1",51
1/4/2019,1600 UTC,"25,2",59
1/4/2019,1700 UTC,"25,4",50
1/4/2019,1800 UTC,"24,8",88
1/4/2019,1900 UTC,"23,5",63
1/4/2019,2000 UTC,"21,4",84
1/4/2019,2100 UTC,"19,2",73
1/4/2019,2200 UTC,"18,4",50
1/4/2019,2300 UTC,"18,2",67
2/4/2019,0000 UTC,"18,1",65
2/4/2019,0100 UTC,"18,1",49
2/4/2019,0200 UTC,"17,9",55
2/4/2019,0300 UTC,17,79
2/4/2019,0400 UTC,"16,4",60
2/4/2019,0500 UTC,"15,6",69
2/4/2019,0600 UTC,15,69
2/4/2019,0700 UTC,15,96
2/4/2019,0800 UTC,"14,6",90
2/4/2019,0900 UTC,"15,1",98
2/4/2019,1000 UTC,"17,4",74
2/4/2019,1100 UTC,"18,2",91
2/4/2019,1200 UTC,"20,8",53
2/4/2019,1300 UTC,"23,6",70
2/4/2019,1400 UTC,"24,9",63
2/4/2019,1500 UTC,"25,9",43
2/4/2019,1600 UTC,"26,9",57
2/4/2019,1700 UTC,"27,8",84
2/4/2019,1800 UTC,"26,7",58
2/4/2019,1900 UTC,"27,3",40
2/4/2019,2000 UTC,"24,3",96
2/4/2019,2100 UTC,"22,6",64
2/4/2019,2200 UTC,"21,5",77
2/4/2019,2300 UTC,"20,8",54
3/4/2019,0000 UTC,"20,1",44
3/4/2019,0100 UTC,"19,8",79
3/4/2019,0200 UTC,"19,4",70
3/4/2019,0300 UTC,"18,5",90
3/4/2019,0400 UTC,"17,8",63
3/4/2019,0500 UTC,"17,6",45
3/4/2019,0600 UTC,"17,4",72
3/4/2019,0700 UTC,"17,2",41
3/4/2019,0800 UTC,"16,7",95
3/4/2019,0900 UTC,"16,9",86
3/4/2019,1000 UTC,"19,8",44
3/4/2019,1100 UTC,"22,5",55
3/4/2019,1200 UTC,"25,2",43
3/4/2019,1300 UTC,27,73
3/4/2019,1400 UTC,"26,2",49
3/4/2019,1500 UTC,"26,3",93
3/4/2019,1600 UTC,"26,8",76
3/4/2019,1700 UTC,26,91
3/4/2019,1800 UTC,"26,1",86
3/4/2019,1900 UTC,"26,6",90
3/4/2019,2000 UTC,"24,3",53
3/4/2019,2100 UTC,"23,3",43
3/4/2019,2200 UTC,"22,7",93
3/4/2019,2300 UTC,"22,5",86
4/4/2019,0000 UTC,22,61
4/4/2019,0100 UTC,"21,2",63
4/4/2019,0200 UTC,"20,6",79
4/4/2019,0300 UTC,20,91
4/4/2019,0400 UTC,"19,9",84
4/4/2019,0500 UTC,"20,5",63
4/4/2019,0600 UTC,"19,8",93
4/4/2019,0700 UTC,"19,6",40
4/4/2019,0800 UTC,"19,8",79
4/4/2019,0900 UTC,"20,1",47
4/4/2019,1000 UTC,21,70
4/4/2019,1100 UTC,23,100
4/4/2019,1200 UTC,"25,8",87
4/4/2019,1300 UTC,"27,3",69
4/4/2019,1400 UTC,28,66
4/4/2019,1500 UTC,"27,3",48
4/4/2019,1600 UTC,"27,6",82
4/4/2019,1700 UTC,"27,3",49
4/4/2019,1800 UTC,"26,6",76
4/4/2019,1900 UTC,"26,4",85
4/4/2019,2000 UTC,"25,5",100
4/4/2019,2100 UTC,"24,8",54
4/4/2019,2200 UTC,"24,3",65
4/4/2019,2300 UTC,24,65
5/4/2019,0000 UTC,"23,5",79
5/4/2019,0100 UTC,"23,2",91
5/4/2019,0200 UTC,"23,2",94
5/4/2019,0300 UTC,"23,1",77
5/4/2019,0400 UTC,23,81
5/4/2019,0500 UTC,"22,8",60
5/4/2019,0600 UTC,23,100
5/4/2019,0700 UTC,"22,8",88
5/4/2019,0800 UTC,"22,4",100
5/4/2019,0900 UTC,"22,5",49
5/4/2019,1000 UTC,"23,5",66
5/4/2019,1100 UTC,"25,2",50
5/4/2019,1200 UTC,"26,2",40
5/4/2019,1300 UTC,"26,4",60
5/4/2019,1400 UTC,"27,6",74
5/4/2019,1500 UTC,"27,5",78
5/4/2019,1600 UTC,28,62
5/4/2019,1700 UTC,27,71
5/4/2019,1800 UTC,"26,6",42
5/4/2019,1900 UTC,"20,2",52
5/4/2019,2000 UTC,"20,4",73
5/4/2019,2100 UTC,"20,7",94
5/4/2019,2200 UTC,"20,6",51
5/4/2019,2300 UTC,"20,3",48
6/4/2019,0000 UTC,"20,4",68
6/4/2019,0100 UTC,"20,3",100
6/4/2019,0200 UTC,"20,4",58
6/4/2019,0300 UTC,"20,6",58
6/4/2019,0400 UTC,20,82
6/4/2019,0500 UTC,"19,5",76
6/4/2019,0600 UTC,"19,6",54
6/4/2019,0700 UTC,"18,4",75
6/4/2019,0800 UTC,"18,3",43
6/4/2019,0900 UTC,"17,9",78
6/4/2019,1000 UTC,"18,8",75
6/4/2019,1100 UTC,"19,6",45
6/4/2019,1200 UTC,"21,2",48
6/4/2019,1300 UTC,"22,6",76
6/4/2019,1400 UTC,"22,7",64
6/4/2019,1500 UTC,"22,7",76
6/4/2019,1600 UTC,"22,5",55
6/4/2019,1700 UTC,"20,4",42
6/4/2019,1800 UTC,"19,4",44
6/4/2019,1900 UTC,"19,9",50
6/4/2019,2000 UTC,"18,9",61
6/4/2019,2100 UTC,"18,7",89
6/4/2019,2200 UTC,"18,5",78
6/4/2019,2300 UTC,"18,4",93
7/4/2019,0000 UTC,"18,4",63
7/4/2019,0100 UTC,"18,3",78
7/4/2019,0200 UTC,"18,2",86
7/4/2019,0300 UTC,"18,2",77
7/4/2019,0400 UTC,"18,2",87
7/4/2019,0500 UTC,"18,4",81
7/4/2019,0600 UTC,"18,3",87
7/4/2019,0700 UTC,"18,4",67
7/4/2019,0800 UTC,"18,5",90
7/4/2019,0900 UTC,"18,7",77
7/4/2019,1000 UTC,19,90
7/4/2019,1100 UTC,"19,7",59
7/4/2019,1200 UTC,"20,6",48
7/4/2019,1300 UTC,22,77
7/4/2019,1400 UTC,"22,5",67
7/4/2019,1500 UTC,"23,5",99
7/4/2019,1600 UTC,"22,4",64
7/4/2019,1700 UTC,"22,6",98
7/4/2019,1800 UTC,"22,3",99
7/4/2019,1900 UTC,"21,6",41
7/4/2019,2000 UTC,"21,7",88
7/4/2019,2100 UTC,"20,8",43
7/4/2019,2200 UTC,"20,2",45
7/4/2019,2300 UTC,18,58
8/4/2019,0000 UTC,"17,7",67
8/4/2019,0100 UTC,"17,8",71
8/4/2019,0200 UTC,"17,9",43
8/4/2019,0300 UTC,"17,7",69
8/4/2019,0400 UTC,"17,4",41
8/4/2019,0500 UTC,"17,2",44
8/4/2019,0600 UTC,"17,1",73
8/4/2019,0700 UTC,17,44
8/4/2019,0800 UTC,"16,8",48
8/4/2019,0900 UTC,"17,1",93
8/4/2019,1000 UTC,"17,4",69
8/4/2019,1100 UTC,"17,9",89
8/4/2019,1200 UTC,"17,8",86
8/4/2019,1300 UTC,"18,9",81
8/4/2019,1400 UTC,"19,5",80
8/4/2019,1500 UTC,"19,3",48
8/4/2019,1600 UTC,"20,2",90
8/4/2019,1700 UTC,"18,8",95
8/4/2019,1800 UTC,"17,6",91
8/4/2019,1900 UTC,"16,9",97
8/4/2019,2000 UTC,"16,5",90
8/4/2019,2100 UTC,"16,1",75
8/4/2019,2200 UTC,"15,8",55
8/4/2019,2300 UTC,"15,6",47
9/4/2019,0000 UTC,"15,3",47
9/4/2019,0100 UTC,"15,2",52
9/4/2019,0200 UTC,"15,4",41
9/4/2019,0300 UTC,"15,4",50
9/4/2019,0400 UTC,"15,2",86
9/4/2019,0500 UTC,"15,2",72
9/4/2019,0600 UTC,15,72
9/4/2019,0700 UTC,"14,3",62
9/4/2019,0800 UTC,14,93
9/4/2019,0900 UTC,14,56
9/4/2019,1000 UTC,"14,6",42
9/4/2019,1100 UTC,"15,5",47
9/4/2019,1200 UTC,"16,8",59
9/4/2019,1300 UTC,"17,3",100
9/4/2019,1400 UTC,"17,7",40
9/4/2019,1500 UTC,"17,9",56
9/4/2019,1600 UTC,"17,7",71
9/4/2019,1700 UTC,"16,8",100
9/4/2019,1800 UTC,"16,2",77
9/4/2019,1900 UTC,"15,2",42
9/4/2019,2000 UTC,"15,2",59
9/4/2019,2100 UTC,"15,3",75
9/4/2019,2200 UTC,"15,1",87
9/4/2019,2300 UTC,15,57
10/4/2019,0000 UTC,"15,1",87
10/4/2019,0100 UTC,15,66
10/4/2019,0200 UTC,"14,9",46
10/4/2019,0300 UTC,"14,8",73
10/4/2019,0400 UTC,"13,9",45
10/4/2019,0500 UTC,"12,9",54
10/4/2019,0600 UTC,"12,2",50
10/4/2019,0700 UTC,"12,5",84
10/4/2019,0800 UTC,"13,2",41
10/4/2019,0900 UTC,"13,5",65
10/4/2019,1000 UTC,"15,2",84
10/4/2019,1100 UTC,"16,2",53
10/4/2019,1200 UTC,"17,7",65
10/4/2019,1300 UTC,"19,4",57
10/4/2019,1400 UTC,"20,3",61
10/4/2019,1500 UTC,"21,5",54
10/4/2019,1600 UTC,"21,5",49
10/4/2019,1700 UTC,23,97
10/4/2019,1800 UTC,"22,3",91
10/4/2019,1900 UTC,"20,9",87
10/4/2019,2000 UTC,"18,7",41
10/4/2019,2100 UTC,18,42
10/4/2019,2200 UTC,"17,4",98
10/4/2019,2300 UTC,"16,8",79
11/4/2019,0000 UTC,"16,8",40
11/4/2019,0100 UTC,"16,8",86
11/4/2019,0200 UTC,"16,7",76
11/4/2019,0300 UTC,"16,4",59
11/4/2019,0400 UTC,"15,9",86
11/4/2019,0500 UTC,"15,9",79
11/4/2019,0600 UTC,"16,1",60
11/4/2019,0700 UTC,"16,3",73
11/4/2019,0800 UTC,"16,7",80
11/4/2019,0900 UTC,"16,3",71
11/4/2019,1000 UTC,"16,7",42
11/4/2019,1100 UTC,"18,3",100
